TCE ID,TIC ID,Sector Run,Planet Number,ExoMiner Score,ExoMiner Unc. Score,DV mini-report URL,Orbital Period [day],Transit Duration [hour],Transit Epoch [BTJD],Transit Depth [ppm],Planet Radius [Earth Radii],MES,Transit Model SNR,Number of transits observed,Gaia RUWE
289949453-2-S14-60,289949453,14-60,2,0.118,0.047,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000289949453-00692_dvm.pdf),13.218,5.688,1817.305,2622.064,8.129,94.033,105.056,15.0,0.957
327136878-1-S17,327136878,17,1,0.118,0.064,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019281041526-s0017-s0017-0000000327136878-00305_dvm.pdf),9.33,6.696000000000001,1772.341,427.39,3.569,8.373,8.556,2.0,0.836
283570609-1-S57,283570609,57,1,0.118,0.088,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022273202044-s0057-s0057-0000000283570609-00666_dvm.pdf),1.526,4.752000000000001,2854.291,25681.644,17.453,12.811,19.362,17.0,0.946
30853990-1-S1-65,30853990,1-65,1,0.118,0.06,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000030853990-00734_dvm.pdf),160.675,9.144,1377.055,933.728,3.136,10.276,10.165,3.0,0.736
453467954-1-S1-65,453467954,1-65,1,0.118,0.06,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000453467954-00728_dvm.pdf),66.866,3.0,1568.589,830.837,2.593,10.216,6.95,2.0,1.23
42980456-1-S54,42980456,54,1,0.118,0.031,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022190092448-s0054-s0054-0000000042980456-00645_dvm.pdf),1.445,1.608,2771.2,1170.862,8.793,13.145,16.015,17.0,1.116
300013489-1-S5,300013489,5,1,0.118,0.055,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018319112538-s0005-s0005-0000000300013489-00413_dvm.pdf),5.214,3.12,1441.066,5107.942,7.146,9.442,9.444,4.0,
252906811-1-S47,252906811,47,1,0.118,0.048,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021365070455-s0047-s0047-0000000252906811-00560_dvm.pdf),2.3,1.6800000000000002,2580.104,19511.491,13.414,89.947,85.249,9.0,1.154
17898494-1-S14-50,17898494,14-50,1,0.118,0.098,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0050-0000000017898494-00611_dvm.pdf),40.952,7.103999999999999,1844.505,4020.844,1.288,9.616,12.452,2.0,4.481
229490898-1-S58,229490898,58,1,0.118,0.089,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022302194443-s0058-s0058-0000000229490898-00672_dvm.pdf),2.235,2.568,2883.652,3802.118,15.911,15.903,20.929,11.0,
27847307-1-S14-55,27847307,14-55,1,0.118,0.082,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000027847307-00652_dvm.pdf),2.496,4.224,2420.807,24066.461,22.994,55.101,62.283,30.0,3.175
158551504-1-S55,158551504,55,1,0.118,0.064,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022217141447-s0055-s0055-0000000158551504-00651_dvm.pdf),0.705,1.2000000000000002,2797.258,93208.98,17.934,46.663,73.894,38.0,1.218
219742885-1-S14-50,219742885,14-50,1,0.118,0.06,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0050-0000000219742885-00611_dvm.pdf),0.917,1.3920000000000001,1684.092,40.509,0.624,7.962,7.874,451.0,0.905
355655412-1-S62,355655412,62,1,0.118,0.089,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023043222439-s0062-s0062-0000000355655412-00706_dvm.pdf),3.197,1.92,2989.99,10698.344,12.238,25.536,29.11,8.0,1.034
191327580-1-S38,191327580,38,1,0.118,0.066,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021119082105-s0038-s0038-0000000191327580-00488_dvm.pdf),3.394,4.872,2335.124,480.1,2.227,7.501,8.342,8.0,29.056
274031155-1-S41,274031155,41,1,0.118,0.062,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021205113501-s0041-s0041-0000000274031155-00511_dvm.pdf),5.189,4.6080000000000005,2423.733,1045.993,6.085,9.334,10.871,5.0,1.067
121638182-1-S32,121638182,32,1,0.118,0.048,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020325171311-s0032-s0032-0000000121638182-00419_dvm.pdf),0.399,1.056,2174.337,690.808,21.077,12.873,13.875,61.0,1.124
147686743-2-S14-19,147686743,14-19,2,0.118,0.084,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0019-0000000147686743-00323_dvm.pdf),16.169,9.72,1687.231,7390.718,9.603,32.132,36.177,4.0,1.206
84453551-1-S42-46,84453551,42-46,1,0.118,0.072,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021233042500-s0042-s0046-0000000084453551-00550_dvm.pdf),1.426,1.92,2475.216,476.354,10.141,11.848,12.056,46.0,0.918
236761861-1-S48,236761861,48,1,0.118,0.062,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022028101454-s0048-s0048-0000000236761861-00580_dvm.pdf),0.893,1.7039999999999997,2608.261,14146.029,25.381,37.755,77.155,23.0,1.178
86131557-1-S14-50,86131557,14-50,1,0.118,0.072,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0050-0000000086131557-00611_dvm.pdf),122.079,10.32,1878.288,390.095,1.908,7.113,7.506,2.0,1.281
256516208-1-S52,256516208,52,1,0.118,0.09,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022139030450-s0052-s0052-0000000256516208-00624_dvm.pdf),3.572,2.136,2718.725,5669.311,14.115,21.926,27.181,6.0,5.125
68687000-2-S47,68687000,47,2,0.118,0.052,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021365070455-s0047-s0047-0000000068687000-00560_dvm.pdf),1.013,1.536,2580.791,633.475,1.978,7.454,8.052,20.0,0.939
238004786-1-S1-39,238004786,1-39,1,0.117,0.064,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0039-0000000238004786-00493_dvm.pdf),0.31,0.984,1354.107,248.249,1.523,20.832,20.576,794.0,0.825
320208949-1-S49,320208949,49,1,0.117,0.055,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022057231053-s0049-s0049-0000000320208949-00585_dvm.pdf),5.732,2.208,2641.68,11974.959,13.653,12.552,13.91,3.0,1.317
316468545-1-S14-60,316468545,14-60,1,0.117,0.04,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000316468545-00692_dvm.pdf),13.592,2.856,2829.178,504.775,2.105,8.292,8.372,5.0,0.928
120317590-2-S14-55,120317590,14-55,2,0.117,0.058,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000120317590-00652_dvm.pdf),10.739,3.3360000000000003,1693.665,1415.372,7.598,12.169,13.218,15.0,32.884
147528018-1-S62,147528018,62,1,0.117,0.075,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023043222439-s0062-s0062-0000000147528018-00706_dvm.pdf),1.412,2.064,2988.917,11581.493,10.877,8.38,9.388,16.0,8.444
342343963-1-S1-65,342343963,1-65,1,0.117,0.054,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000342343963-00734_dvm.pdf),16.738,2.112,2966.296,2297.584,20.375,15.582,17.465,5.0,0.991
219859634-1-S14-50,219859634,14-50,1,0.117,0.069,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0050-0000000219859634-00611_dvm.pdf),173.458,5.688,1826.016,713.158,2.39,8.062,8.65,2.0,1.017
141306513-1-S4,141306513,4,1,0.117,0.06,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018292093539-s0004-s0004-0000000141306513-00407_dvm.pdf),0.556,0.5760000000000001,1411.156,7853.989,1.492,9.637,10.675,35.0,1.23
137219141-1-S40,137219141,40,1,0.117,0.068,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021176033103-s0040-s0040-0000000137219141-00503_dvm.pdf),0.833,1.44,2391.188,1918.146,12.622,16.781,22.961,33.0,0.969
348995212-1-S38,348995212,38,1,0.117,0.06,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021119082105-s0038-s0038-0000000348995212-00488_dvm.pdf),0.346,1.056,2334.133,2879.254,7.036,19.057,28.07,74.0,1.925
468986285-1-S1-65,468986285,1-65,1,0.117,0.052,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000468986285-00728_dvm.pdf),45.906,1.6320000000000001,1507.842,3722.391,5.778,11.653,10.324,2.0,1.006
231081369-1-S65,231081369,65,1,0.117,0.047,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023124053436-s0065-s0065-0000000231081369-00727_dvm.pdf),7.633,2.2800000000000002,3069.867,5373.744,17.339,18.27,20.459,3.0,18.853
150437346-1-S64,150437346,64,1,0.117,0.056,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023096143437-s0064-s0064-0000000150437346-00720_dvm.pdf),1.393,2.016,3041.231,7159.032,15.541,32.708,52.826,18.0,1.324
742648307-1-S14-60,742648307,14-60,1,0.117,0.096,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000742648307-00692_dvm.pdf),1.618,1.8239999999999998,2580.369,17254.798,16.229,18.332,23.61,26.0,20.098
199549116-1-S58,199549116,58,1,0.117,0.069,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022302194443-s0058-s0058-0000000199549116-00672_dvm.pdf),1.586,1.7279999999999998,2882.849,2791.949,16.972,70.978,77.927,15.0,0.941
443042089-1-S63,443042089,63,1,0.117,0.025,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023069204038-s0063-s0063-0000000443042089-00712_dvm.pdf),0.55,1.08,3014.89,4474.644,12.753,12.85,18.491,46.0,0.926
373328406-2-S14-26,373328406,14-26,2,0.117,0.046,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0026-0000000373328406-00353_dvm.pdf),6.897,4.5600000000000005,1797.316,4038.566,8.725,31.552,40.215,14.0,0.984
313044214-1-S64,313044214,64,1,0.117,0.051,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023096143437-s0064-s0064-0000000313044214-00720_dvm.pdf),2.684,5.904,3041.582,2165.81,14.611,11.281,17.367,10.0,0.968
278542841-1-S13,278542841,13,1,0.117,0.071,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019170095531-s0013-s0013-0000000278542841-00223_dvm.pdf),3.41,1.032,1655.257,911.794,4.868,9.036,9.607,7.0,1.096
103096524-1-S59,103096524,59,1,0.116,0.053,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022330181042-s0059-s0059-0000000103096524-00688_dvm.pdf),6.584,2.136,2913.562,15827.593,11.4,26.725,29.311,4.0,2.626
271876934-1-S41,271876934,41,1,0.116,0.071,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021205113501-s0041-s0041-0000000271876934-00511_dvm.pdf),0.351,0.984,2420.13,381422.893,70.846,7.773,8.78,73.0,1.073
53987961-1-S6,53987961,6,1,0.116,0.084,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018349182737-s0006-s0006-0000000053987961-00415_dvm.pdf),0.475,1.368,1468.392,89351.357,32.473,16.894,24.52,44.0,5.794
190990336-2-S1-65,190990336,1-65,2,0.116,0.062,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000190990336-00734_dvm.pdf),2.774,4.728,1545.142,575.464,3.866,10.158,10.709,9.0,0.906
313006381-1-S14-60,313006381,14-60,1,0.116,0.056,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000313006381-00692_dvm.pdf),521.352,4.08,1705.69,729.375,2.487,11.995,12.609,2.0,1.002
320524751-3-S59,320524751,59,3,0.116,0.047,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022330181042-s0059-s0059-0000000320524751-00688_dvm.pdf),0.486,1.32,2910.602,589.846,3.85,8.824,10.216,37.0,0.967
394546184-1-S41,394546184,41,1,0.116,0.07,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021205113501-s0041-s0041-0000000394546184-00511_dvm.pdf),10.066,4.968,2425.088,26136.623,27.2,192.718,185.054,3.0,1.254
152226055-1-S27,152226055,27,1,0.116,0.035,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020187183116-s0027-s0027-0000000152226055-00362_dvm.pdf),1.431,0.96,2036.451,2280.007,5.223,14.759,18.191,17.0,1.116
241196395-1-S14-50,241196395,14-50,1,0.116,0.059,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0050-0000000241196395-00611_dvm.pdf),2.094,0.8400000000000001,1871.709,1945.488,6.234,21.519,30.094,22.0,1.005
238059180-1-S39,238059180,39,1,0.116,0.05,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021147062104-s0039-s0039-0000000238059180-00491_dvm.pdf),5.112,0.984,2363.278,1361.887,10.222,10.562,11.7,6.0,1.12
349518800-1-S1-3,349518800,1-3,1,0.116,0.071,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0003-0000000349518800-00129_dvm.pdf),2.165,3.984,1326.661,8661.628,13.171,23.296,32.037,21.0,1.248
262531275-1-S1-36,262531275,1-36,1,0.116,0.072,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0036-0000000262531275-00464_dvm.pdf),2.483,1.7039999999999997,2088.539,3597.521,12.797,8.897,10.461,18.0,1.077
219857012-1-S23,219857012,23,1,0.116,0.037,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020079142120-s0023-s0023-0000000219857012-00326_dvm.pdf),13.597,6.12,1938.05,310.561,2.059,7.522,7.618,2.0,0.999
260352096-1-S1,260352096,1,1,0.116,0.043,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0001-0000000260352096-00106_dvm.pdf),0.781,1.8479999999999999,1325.7,75577.82,29.767,27.162,47.703,35.0,1.202
198358825-2-S14-19,198358825,14-19,2,0.116,0.051,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0019-0000000198358825-00280_dvm.pdf),23.513,7.68,1761.407,3895.247,10.426,23.054,25.165,3.0,0.946
388402265-1-S61,388402265,61,1,0.116,0.056,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023018070040-s0061-s0061-0000000388402265-00699_dvm.pdf),12.187,5.952,2971.553,488.667,5.812,7.95,8.422,2.0,0.844
194861253-2-S43,194861253,43,2,0.116,0.044,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021259155059-s0043-s0043-0000000194861253-00522_dvm.pdf),3.167,1.368,2474.507,1248.495,4.665,11.419,12.184,8.0,1.097
55368763-1-S2,55368763,2,1,0.116,0.051,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018235142541-s0002-s0002-0000000055368763-00109_dvm.pdf),7.266,1.056,1359.072,1149.058,3.126,7.294,7.465,4.0,1.105
134871040-1-S10,134871040,10,1,0.116,0.05,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019149095427-s0010-s0010-0000000134871040-00212_dvm.pdf),13.784,3.4079999999999995,1578.712,1059.524,3.685,10.124,10.191,2.0,1.031
336405638-2-S40,336405638,40,2,0.116,0.052,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021176033103-s0040-s0040-0000000336405638-00503_dvm.pdf),7.325,4.056,2394.286,6551.496,9.558,18.974,20.716,4.0,1.299
1718201850-1-S53,1718201850,53,1,0.116,0.103,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022164114449-s0053-s0053-0000001718201850-00640_dvm.pdf),5.929,3.3360000000000003,2747.367,14566.483,13.211,29.376,30.963,4.0,10.379
82128636-1-S34,82128636,34,1,0.116,0.042,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021014055109-s0034-s0034-0000000082128636-00444_dvm.pdf),7.476,1.056,2231.731,1250.298,8.507,13.432,13.139,3.0,5.576
425934411-1-S1-2,425934411,1-2,1,0.115,0.051,[Download](nan),0.853,1.1280000000000001,1325.49,27850.118,21.801,22.001,29.302,62.0,1.014
160519380-1-S53,160519380,53,1,0.115,0.051,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022164114449-s0053-s0053-0000000160519380-00640_dvm.pdf),0.241,0.43199999999999994,2744.133,2838.134,5.176,22.195,32.835,101.0,1.027
229615354-1-S14-26,229615354,14-26,1,0.115,0.06,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0026-0000000229615354-00353_dvm.pdf),7.773,1.32,1711.463,778.111,2.89,7.735,8.051,28.0,0.937
155005217-1-S14-60,155005217,14-60,1,0.115,0.076,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000155005217-00692_dvm.pdf),15.21,5.5680000000000005,2829.176,1238.532,6.579,14.077,15.947,4.0,1.08
335681362-1-S14-23,335681362,14-23,1,0.115,0.062,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0023-0000000335681362-00328_dvm.pdf),95.853,2.3280000000000003,1748.72,2356.067,3.752,7.122,10.235,2.0,0.995
239262664-1-S41,239262664,41,1,0.115,0.098,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021205113501-s0041-s0041-0000000239262664-00511_dvm.pdf),1.011,1.44,2420.434,43473.733,20.662,46.682,70.9,25.0,1.198
309350921-2-S1-13,309350921,1-13,2,0.115,0.055,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0013-0000000309350921-00226_dvm.pdf),4.983,3.3600000000000003,1599.099,2739.463,6.301,25.483,31.889,15.0,1.051
356584675-1-S39,356584675,39,1,0.115,0.062,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021147062104-s0039-s0039-0000000356584675-00491_dvm.pdf),2.614,2.16,2361.944,10111.895,25.55,76.806,82.109,9.0,1.01
253044312-1-S48,253044312,48,1,0.115,0.062,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022028101454-s0048-s0048-0000000253044312-00580_dvm.pdf),11.202,1.8719999999999999,2615.323,8388.252,17.969,13.459,17.054,2.0,1.176
233047097-1-S57,233047097,57,1,0.115,0.056,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022273202044-s0057-s0057-0000000233047097-00666_dvm.pdf),11.308,2.208,2857.087,14611.465,20.467,21.604,24.128,3.0,0.93
1042432-1-S14-50,1042432,14-50,1,0.115,0.077,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0050-0000000001042432-00611_dvm.pdf),373.477,2.7840000000000003,1882.107,1671.117,2.718,7.494,7.477,2.0,1.067
306255021-1-S63,306255021,63,1,0.115,0.081,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023069204038-s0063-s0063-0000000306255021-00712_dvm.pdf),2.75,3.984,3015.796,16826.343,23.889,44.124,60.591,9.0,0.976
381979901-1-S1-13,381979901,1-13,1,0.114,0.076,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0013-0000000381979901-00226_dvm.pdf),3.254,4.68,1625.633,13421.78,15.609,85.27,102.414,14.0,12.444
287494667-1-S62,287494667,62,1,0.114,0.065,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023043222439-s0062-s0062-0000000287494667-00706_dvm.pdf),17.975,1.536,2993.49,6864.811,18.797,9.555,9.54,2.0,1.005
391949880-1-S11,391949880,11,1,0.114,0.046,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019162095717-s0011-s0011-0000000391949880-00214_dvm.pdf),4.945,2.712,1599.846,369.747,2.702,8.089,8.811,5.0,0.918
298969838-1-S14-55,298969838,14-55,1,0.114,0.051,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000298969838-00652_dvm.pdf),10.116,2.544,1685.61,61095.851,23.645,42.401,45.092,18.0,0.977
147686743-2-S14-50,147686743,14-50,2,0.114,0.058,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0050-0000000147686743-00611_dvm.pdf),16.169,9.648,1687.232,6737.156,9.221,47.469,59.036,8.0,1.206
190990336-1-S62,190990336,62,1,0.114,0.047,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023043222439-s0062-s0062-0000000190990336-00706_dvm.pdf),5.547,4.92,2992.975,16425.879,20.523,217.552,203.297,4.0,0.906
1718201850-1-S56,1718201850,56,1,0.114,0.107,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022245180045-s0056-s0056-0000001718201850-00661_dvm.pdf),5.928,3.3839999999999995,2830.381,14937.776,13.299,35.148,39.388,4.0,10.379
