TCE ID,TIC ID,Sector Run,Planet Number,ExoMiner Score,ExoMiner Unc. Score,DV mini-report URL,Orbital Period [day],Transit Duration [hour],Transit Epoch [BTJD],Transit Depth [ppm],Planet Radius [Earth Radii],MES,Transit Model SNR,Number of transits observed,Gaia RUWE
153896150-1-S47,153896150,47,1,0.892,0.037,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021365070455-s0047-s0047-0000000153896150-00560_dvm.pdf),2.788,1.368,2581.339,3398.962,8.361,11.509,15.156,9.0,1.066
71134735-1-S14-60,71134735,14-60,1,0.892,0.05,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000071134735-00692_dvm.pdf),2.338,2.52,2580.851,4971.187,7.954,13.841,17.185,18.0,1.541
90127880-1-S62,90127880,62,1,0.892,0.053,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023043222439-s0062-s0062-0000000090127880-00706_dvm.pdf),3.053,3.216,2989.168,5425.821,14.808,10.223,13.397,9.0,0.868
359523751-1-S64,359523751,64,1,0.892,0.033,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023096143437-s0064-s0064-0000000359523751-00720_dvm.pdf),4.834,3.984,3044.304,15537.775,16.266,19.37,28.505,5.0,1.056
80681136-1-S64,80681136,64,1,0.892,0.057,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023096143437-s0064-s0064-0000000080681136-00720_dvm.pdf),1.53,2.856,3041.668,4474.773,6.752,8.778,11.273,18.0,
207491214-1-S58,207491214,58,1,0.892,0.072,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022302194443-s0058-s0058-0000000207491214-00672_dvm.pdf),6.223,4.536,2886.417,13149.168,16.79,25.546,32.722,4.0,1.025
296850254-1-S1-65,296850254,1-65,1,0.892,0.057,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000296850254-00728_dvm.pdf),6.768,3.3600000000000003,3047.12,7060.097,9.39,28.935,30.433,8.0,
38571020-1-S1-9,38571020,1-9,1,0.892,0.066,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019135213217-s0001-s0009-0000000038571020-00205_dvm.pdf),12.288,4.656000000000001,1325.968,366.269,2.856,10.732,11.684,17.0,0.968
342449055-2-S1-65,342449055,1-65,2,0.892,0.049,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000342449055-00734_dvm.pdf),6.828,3.2880000000000003,2235.556,1559.477,5.09,10.667,12.085,28.0,1.046
219762508-1-S14-26,219762508,14-26,1,0.892,0.072,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0026-0000000219762508-00353_dvm.pdf),3.235,0.9359999999999999,1957.55,4677.847,7.816,12.696,13.598,21.0,2.067
278415929-1-S65,278415929,65,1,0.892,0.052,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023124053436-s0065-s0065-0000000278415929-00727_dvm.pdf),3.798,4.128,3069.039,1070.792,5.054,7.766,9.333,8.0,0.925
303686889-1-S65,303686889,65,1,0.892,0.07,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023124053436-s0065-s0065-0000000303686889-00727_dvm.pdf),5.63,5.136,3069.589,6314.686,16.2,13.49,15.885,4.0,0.915
269701147-1-S18,269701147,18,1,0.892,0.067,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019307033525-s0018-s0018-0000000269701147-00267_dvm.pdf),16.492,3.168,1795.283,1052.594,3.149,16.454,17.77,2.0,1.116
157568289-1-S34,157568289,34,1,0.891,0.049,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021014055109-s0034-s0034-0000000157568289-00444_dvm.pdf),1.841,4.656000000000001,2228.966,2930.16,13.417,20.432,43.952,13.0,0.952
352764091-1-S17,352764091,17,1,0.891,0.052,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019281041526-s0017-s0017-0000000352764091-00305_dvm.pdf),9.602,4.68,1772.262,422.532,2.517,8.336,8.535,2.0,0.86
154940895-1-S14-55,154940895,14-55,1,0.891,0.06,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000154940895-00652_dvm.pdf),13.476,2.2800000000000002,1822.702,1090.093,1.572,9.095,9.562,16.0,1.126
238586172-1-S45,238586172,45,1,0.891,0.047,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021311000057-s0045-s0045-0000000238586172-00542_dvm.pdf),3.474,4.3919999999999995,2528.343,8834.676,15.163,10.345,12.922,6.0,1.064
31975443-1-S62,31975443,62,1,0.891,0.058,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023043222439-s0062-s0062-0000000031975443-00706_dvm.pdf),2.039,2.016,2989.227,21690.324,13.222,22.487,32.676,12.0,0.947
287139872-2-S14-60,287139872,14-60,2,0.891,0.036,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000287139872-00692_dvm.pdf),32.714,5.064,1704.637,1469.26,2.42,9.142,9.317,20.0,1.345
233951353-1-S14-19,233951353,14-19,1,0.891,0.023,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0019-0000000233951353-00280_dvm.pdf),22.092,6.072,1695.413,520.419,2.867,12.375,12.158,5.0,1.077
453410966-1-S47,453410966,47,1,0.891,0.052,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021365070455-s0047-s0047-0000000453410966-00560_dvm.pdf),4.12,1.968,2582.373,13869.94,10.816,16.669,21.536,5.0,1.139
278138619-1-S39,278138619,39,1,0.891,0.051,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021147062104-s0039-s0039-0000000278138619-00491_dvm.pdf),10.171,4.464,2362.997,7530.51,13.461,15.104,16.188,3.0,1.057
34068865-1-S35,34068865,35,1,0.89,0.049,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021040113508-s0035-s0035-0000000034068865-00453_dvm.pdf),0.322,0.672,2255.264,188.173,0.718,10.093,10.808,59.0,1.108
470171739-1-S14-60,470171739,14-60,1,0.89,0.069,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000470171739-00692_dvm.pdf),4.617,4.5120000000000005,2746.372,9412.56,16.663,169.569,172.874,21.0,0.981
344085117-1-S1-65,344085117,1-65,1,0.89,0.041,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000344085117-00734_dvm.pdf),0.66,0.672,2962.92,1138.105,4.302,10.544,12.103,67.0,0.993
233068569-1-S41,233068569,41,1,0.89,0.053,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021205113501-s0041-s0041-0000000233068569-00511_dvm.pdf),16.773,2.976,2424.229,2810.343,5.345,8.59,8.296,2.0,1.082
278683844-1-S62,278683844,62,1,0.89,0.036,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023043222439-s0062-s0062-0000000278683844-00706_dvm.pdf),5.539,2.952,2989.954,585.457,2.372,9.27,11.107,4.0,0.894
375223080-1-S65,375223080,65,1,0.89,0.056,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023124053436-s0065-s0065-0000000375223080-00727_dvm.pdf),1.482,2.016,3069.205,2026.254,13.271,19.581,29.44,16.0,1.098
462615350-1-S14-26,462615350,14-26,1,0.89,0.043,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0026-0000000462615350-00353_dvm.pdf),8.918,2.88,1740.415,3140.918,4.079,8.185,8.675,7.0,1.129
193220940-1-S62,193220940,62,1,0.89,0.037,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023043222439-s0062-s0062-0000000193220940-00706_dvm.pdf),11.421,4.6080000000000005,2994.296,810.861,4.272,9.345,10.291,2.0,0.992
288636342-1-S58,288636342,58,1,0.89,0.043,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022302194443-s0058-s0058-0000000288636342-00672_dvm.pdf),17.729,7.272,2884.555,1011.633,5.37,11.472,12.509,2.0,0.94
207109417-1-S3,207109417,3,1,0.889,0.033,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018263124740-s0003-s0003-0000000207109417-00405_dvm.pdf),0.292,0.504,1386.172,487.569,1.588,9.577,11.674,65.0,0.991
278775625-1-S1-36,278775625,1-36,1,0.889,0.05,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0036-0000000278775625-00464_dvm.pdf),5.129,2.16,2036.703,759.404,3.205,13.747,14.84,41.0,0.931
358460246-1-S1-13,358460246,1-13,1,0.889,0.05,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0013-0000000358460246-00226_dvm.pdf),15.405,4.224,1326.168,316.098,2.162,9.241,9.714,21.0,0.949
134596619-1-S1-65,134596619,1-65,1,0.889,0.049,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000134596619-00734_dvm.pdf),3.724,2.112,2966.24,8088.786,18.048,11.74,13.87,12.0,1.077
405700729-1-S11,405700729,11,1,0.889,0.049,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019162095717-s0011-s0011-0000000405700729-00214_dvm.pdf),4.794,1.344,1600.3,2057.536,3.323,8.351,8.587,4.0,0.786
214243287-1-S66,214243287,66,1,0.889,0.065,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023153040035-s0066-s0066-0000000214243287-00749_dvm.pdf),5.752,4.08,3098.786,8550.801,10.051,45.309,48.578,3.0,
230088370-1-S14-19,230088370,14-19,1,0.889,0.082,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0019-0000000230088370-00280_dvm.pdf),14.008,5.904,1695.363,5906.56,12.385,81.033,91.262,10.0,0.93
233535738-1-S50,233535738,50,1,0.889,0.063,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022085182052-s0050-s0050-0000000233535738-00597_dvm.pdf),16.354,4.584,2673.15,1377.396,3.732,7.337,7.839,2.0,0.8
138126035-1-S23,138126035,23,1,0.889,0.044,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020079142120-s0023-s0023-0000000138126035-00326_dvm.pdf),9.663,3.072,1935.004,917.617,2.976,7.324,8.126,2.0,0.993
306510653-1-S62,306510653,62,1,0.889,0.064,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023043222439-s0062-s0062-0000000306510653-00706_dvm.pdf),2.246,3.3360000000000003,2990.508,12210.778,17.116,30.173,47.178,9.0,1.109
372747949-1-S52,372747949,52,1,0.889,0.061,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022139030450-s0052-s0052-0000000372747949-00624_dvm.pdf),3.404,5.28,2718.927,4413.136,14.604,8.622,13.304,8.0,0.988
99989903-1-S14-50,99989903,14-50,1,0.889,0.03,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0050-0000000099989903-00611_dvm.pdf),19.747,7.176,1703.01,276.366,2.62,9.343,10.412,7.0,1.019
7976072-1-S61,7976072,61,1,0.889,0.054,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023018070040-s0061-s0061-0000000007976072-00699_dvm.pdf),8.995,4.968,2968.137,6572.869,10.85,9.805,13.062,3.0,1.076
260541432-1-S61,260541432,61,1,0.889,0.055,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023018070040-s0061-s0061-0000000260541432-00699_dvm.pdf),0.872,1.368,2963.135,5514.687,9.129,14.651,19.419,25.0,1.379
278138619-1-S33,278138619,33,1,0.889,0.044,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020353052510-s0033-s0033-0000000278138619-00430_dvm.pdf),10.166,4.032,2210.461,7670.774,12.48,14.106,16.426,2.0,1.057
318022259-1-S60,318022259,60,1,0.888,0.054,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022357093041-s0060-s0060-0000000318022259-00690_dvm.pdf),6.225,1.7519999999999998,2940.187,1490.603,2.096,8.931,9.561,3.0,1.06
445859771-1-S48,445859771,48,1,0.888,0.039,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022028101454-s0048-s0048-0000000445859771-00580_dvm.pdf),4.632,1.6800000000000002,2610.818,5180.867,11.395,28.104,37.997,5.0,0.946
332477926-1-S14-19,332477926,14-19,1,0.888,0.058,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0019-0000000332477926-00280_dvm.pdf),16.217,3.5999999999999996,1689.92,1458.332,2.27,10.41,10.279,9.0,1.13
298647682-1-S14-50,298647682,14-50,1,0.888,0.054,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0050-0000000298647682-00611_dvm.pdf),20.079,1.56,1691.503,1239.045,4.723,17.776,23.258,16.0,1.066
20318757-1-S63,20318757,63,1,0.888,0.065,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023069204038-s0063-s0063-0000000020318757-00712_dvm.pdf),3.282,1.6320000000000001,3014.886,1365.797,2.508,12.064,15.084,8.0,1.327
283829553-1-S14-55,283829553,14-55,1,0.888,0.075,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000283829553-00652_dvm.pdf),6.054,5.136,1743.874,219.57,2.746,9.95,12.831,21.0,1.156
34077285-3-S33,34077285,33,3,0.888,0.082,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020353052510-s0033-s0033-0000000034077285-00430_dvm.pdf),14.333,1.584,2206.325,1235.022,3.011,10.45,11.954,2.0,1.019
26547036-1-S14-60,26547036,14-60,1,0.888,0.047,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000026547036-00692_dvm.pdf),81.048,8.687999999999999,1712.305,11679.216,11.758,129.0,146.194,2.0,1.018
456560485-1-S66,456560485,66,1,0.888,0.055,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023153040035-s0066-s0066-0000000456560485-00749_dvm.pdf),5.944,3.816,3098.63,9457.757,11.282,19.838,25.723,3.0,0.896
152147232-1-S1-65,152147232,1-65,1,0.888,0.064,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000152147232-00728_dvm.pdf),4.214,3.3360000000000003,1572.721,7388.672,14.113,79.317,80.513,16.0,0.986
230129753-1-S14-41,230129753,14-41,1,0.888,0.042,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0041-0000000230129753-00512_dvm.pdf),5.749,1.944,2392.144,9702.593,5.718,13.26,15.547,10.0,1.228
150428703-2-S1-36,150428703,1-36,2,0.888,0.064,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0036-0000000150428703-00471_dvm.pdf),8.121,3.048,1414.546,638.47,2.403,8.688,9.796,49.0,1.102
274075364-1-S55,274075364,55,1,0.887,0.066,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022217141447-s0055-s0055-0000000274075364-00651_dvm.pdf),4.164,2.568,2801.217,18073.501,23.584,19.687,22.853,7.0,0.985
272236017-1-S36,272236017,36,1,0.887,0.086,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021066093107-s0036-s0036-0000000272236017-00460_dvm.pdf),2.416,3.072,2282.803,3728.64,6.21,12.635,16.885,9.0,
271891552-1-S32,271891552,32,1,0.887,0.076,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020325171311-s0032-s0032-0000000271891552-00419_dvm.pdf),3.584,4.6080000000000005,2174.279,3438.706,5.918,11.519,14.095,8.0,
352239069-1-S14-41,352239069,14-41,1,0.887,0.03,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0041-0000000352239069-00512_dvm.pdf),14.432,3.6479999999999997,1696.248,1792.789,4.443,12.397,14.532,9.0,0.89
278821913-1-S61,278821913,61,1,0.887,0.049,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023018070040-s0061-s0061-0000000278821913-00699_dvm.pdf),6.061,1.7279999999999998,2965.283,9270.229,13.532,10.815,12.141,4.0,0.906
272672133-1-S23,272672133,23,1,0.887,0.06,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020079142120-s0023-s0023-0000000272672133-00326_dvm.pdf),6.988,2.088,1931.91,4059.023,6.024,16.887,18.189,4.0,0.936
388280249-1-S67,388280249,67,1,0.887,0.075,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023182031434-s0067-s0067-0000000388280249-00756_dvm.pdf),3.147,2.568,3129.678,8232.284,14.026,11.176,14.433,6.0,1.003
446158352-1-S59,446158352,59,1,0.887,0.063,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022330181042-s0059-s0059-0000000446158352-00688_dvm.pdf),4.044,3.6719999999999997,2910.395,11801.443,20.232,15.409,20.379,6.0,1.042
47937361-1-S54,47937361,54,1,0.887,0.058,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022190092448-s0054-s0054-0000000047937361-00645_dvm.pdf),2.338,2.4240000000000004,2772.136,16037.133,11.863,28.106,33.743,11.0,1.036
367753709-3-S14-55,367753709,14-55,3,0.887,0.065,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000367753709-00652_dvm.pdf),5.01,0.9359999999999999,1685.765,560.416,1.645,8.093,9.241,77.0,0.983
264295655-1-S59,264295655,59,1,0.887,0.045,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022330181042-s0059-s0059-0000000264295655-00688_dvm.pdf),2.772,1.992,2910.261,2430.14,4.062,8.281,-1.0,8.0,1.028
31852980-2-S1-3,31852980,1-3,2,0.887,0.057,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0003-0000000031852980-00129_dvm.pdf),24.331,5.376,1330.916,574.337,2.581,9.201,9.684,4.0,
219850915-1-S40,219850915,40,1,0.886,0.069,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021176033103-s0040-s0040-0000000219850915-00503_dvm.pdf),6.402,2.112,2395.377,1209.477,2.525,8.307,8.084,4.0,0.874
230387153-2-S14-60,230387153,14-60,2,0.886,0.046,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000230387153-00692_dvm.pdf),20.262,2.976,1689.923,612.949,2.421,10.653,11.257,28.0,0.903
300710077-2-S1-36,300710077,1-36,2,0.886,0.061,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0036-0000000300710077-00471_dvm.pdf),8.043,2.4000000000000004,1329.969,692.328,1.009,9.657,9.942,53.0,1.286
198456933-1-S14-50,198456933,14-50,1,0.886,0.047,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0050-0000000198456933-00611_dvm.pdf),76.866,6.144,1725.71,380.222,1.765,8.967,11.378,6.0,1.022
431971818-1-S1-65,431971818,1-65,1,0.886,0.037,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000431971818-00728_dvm.pdf),4.11,2.856,2232.34,30873.647,19.467,13.532,13.853,11.0,21.328
356867115-1-S47,356867115,47,1,0.886,0.036,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021365070455-s0047-s0047-0000000356867115-00560_dvm.pdf),6.1,1.464,2582.273,1447.007,2.822,8.103,10.236,4.0,0.983
230017324-1-S26,230017324,26,1,0.886,0.048,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020161181517-s0026-s0026-0000000230017324-00350_dvm.pdf),9.691,2.976,2011.16,1782.105,3.107,8.658,8.97,3.0,0.788
183675732-1-S29,183675732,29,1,0.886,0.065,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020239173514-s0029-s0029-0000000183675732-00382_dvm.pdf),5.481,3.792,2091.227,7887.393,11.483,15.598,17.423,3.0,1.064
149302744-1-S1-36,149302744,1-36,1,0.886,0.049,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0036-0000000149302744-00471_dvm.pdf),14.801,3.84,1332.568,332.1,3.03,14.645,14.876,27.0,0.902
55275863-1-S44,55275863,44,1,0.886,0.051,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021285162058-s0044-s0044-0000000055275863-00536_dvm.pdf),8.611,3.6719999999999997,2508.668,902.066,2.517,7.878,8.146,2.0,0.99
67711670-1-S58,67711670,58,1,0.886,0.038,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022302194443-s0058-s0058-0000000067711670-00672_dvm.pdf),18.04,6.048,2885.981,5645.298,11.115,31.996,43.606,2.0,0.824
273985865-1-S1-39,273985865,1-39,1,0.886,0.063,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0039-0000000273985865-00493_dvm.pdf),10.983,3.5759999999999996,1331.12,769.88,2.293,11.407,13.291,14.0,0.9
288636342-1-S14-26,288636342,14-26,1,0.885,0.04,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0026-0000000288636342-00353_dvm.pdf),17.729,6.432,1820.847,1191.754,5.147,16.497,19.952,7.0,0.94
219762508-1-S49,219762508,49,1,0.885,0.062,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022057231053-s0049-s0049-0000000219762508-00585_dvm.pdf),3.234,1.032,2640.157,4354.551,7.202,8.55,9.886,6.0,2.067
235943205-1-S14-60,235943205,14-60,1,0.885,0.057,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000235943205-00692_dvm.pdf),121.334,6.192,1827.026,1830.537,4.177,24.805,24.884,4.0,0.871
272679240-1-S14-55,272679240,14-55,1,0.885,0.049,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0055-0000000272679240-00652_dvm.pdf),20.155,1.416,1684.148,974.865,2.231,8.783,10.575,20.0,0.955
289535142-1-S34,289535142,34,1,0.885,0.086,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021014055109-s0034-s0034-0000000289535142-00444_dvm.pdf),2.338,2.904,2229.624,14693.752,14.583,39.668,61.99,10.0,0.991
230386259-1-S14-60,230386259,14-60,1,0.885,0.056,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000230386259-00692_dvm.pdf),11.003,5.88,2394.77,334.666,5.634,11.859,13.424,33.0,1.093
358557578-1-S1-65,358557578,1-65,1,0.885,0.063,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2018206190142-s0001-s0065-0000000358557578-00734_dvm.pdf),7.455,7.176,2287.994,2508.586,14.525,21.293,25.098,10.0,1.129
404713783-1-S42-43,404713783,42-43,1,0.885,0.024,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021233042500-s0042-s0043-0000000404713783-00523_dvm.pdf),15.081,4.151999999999999,2449.728,719.41,2.749,11.339,10.413,4.0,1.189
304130406-1-S67,304130406,67,1,0.885,0.044,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023182031434-s0067-s0067-0000000304130406-00756_dvm.pdf),3.247,2.712,3128.732,8377.935,13.715,13.429,15.514,6.0,1.089
177162886-1-S35,177162886,35,1,0.885,0.051,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021040113508-s0035-s0035-0000000177162886-00453_dvm.pdf),12.845,3.24,2264.255,8345.468,11.837,26.882,31.953,2.0,0.956
292477426-1-S66,292477426,66,1,0.885,0.067,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2023153040035-s0066-s0066-0000000292477426-00749_dvm.pdf),4.179,4.32,3101.03,5515.549,15.641,12.985,17.749,4.0,1.051
135083444-1-S49,135083444,49,1,0.884,0.072,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2022057231053-s0049-s0049-0000000135083444-00585_dvm.pdf),2.791,1.104,2639.286,938.382,4.074,8.788,9.52,7.0,1.098
167092385-1-S14-60,167092385,14-60,1,0.884,0.063,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000167092385-00692_dvm.pdf),4.986,2.688,2799.113,897.124,3.13,11.68,14.015,11.0,
243297296-1-S14-50,243297296,14-50,1,0.884,0.067,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0050-0000000243297296-00611_dvm.pdf),3.586,2.7600000000000002,2580.285,3206.381,6.096,23.751,25.708,24.0,63.241
336092760-1-S14-60,336092760,14-60,1,0.884,0.084,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2019199201929-s0014-s0060-0000000336092760-00692_dvm.pdf),6.771,6.408,2858.324,5770.752,20.239,19.285,22.552,7.0,0.982
280803917-1-S28,280803917,28,1,0.884,0.076,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2020213081515-s0028-s0028-0000000280803917-00364_dvm.pdf),10.261,2.928,2065.371,9195.378,8.806,16.28,20.255,2.0,0.997
141527579-1-S39,141527579,39,1,0.883,0.037,[Download](https://mast.stsci.edu/api/v0.1/Download/file?uri=mast:TESS/product/tess2021147062104-s0039-s0039-0000000141527579-00491_dvm.pdf),15.087,2.2800000000000002,2369.928,2943.552,2.572,7.626,8.135,2.0,1.221
